CETIP,Categoria,Tipo,Especie,DataReferencia,Status,Evento_Identificado,Classificacao,Peso,Resumo
23C2552432,Assembleia,AGE,Edital de Convocação,6/29/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,Assembleia: Convocação para assembleia em 29/06/2026 para deliberar sobre: (i) sustação do vencimento antecipado das Debêntures; (ii) dispensa de pagamento de amortização de abril e maio de 2026.
24L2283675,Aditamento de Termo de Securitização,,,6/3/2026,Ativo,Não Identificado,Neutro,0,"Aditamento vincula Créditos Imobiliários Adicionais à 24ª Emissão, integrando Anexo I do Termo, sem alterar demais termos e condições."
23L2290714,Assembleia,AGE,Edital de Convocação,6/11/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Convocação para assembleia em 11/06/2026 e 19/06/2026 para aprovar Demonstrações Financeiras do Patrimônio Separado dos CRI referentes aos exercícios de 2024 e 2025.
21K0046861,Relatórios,Relatório de Agência de Rating,,12/31/2025,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,"Relatório de Agência de Rating: S&P Global Ratings em 27/05/2026, rating brAAA (sf) para 1ª série de CRI da Vert Companhia Securitizadora."
24I1126394,Assembleia,AGE,Ata da Assembleia,6/1/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovada alteração na ordem de alocação de recursos, inclusão de nova razão de garantia de 130%, aditamentos contratuais, ratificação de operações de janeiro/fevereiro de 2026 e liberação de R$656.646,69 à devedora."
22I0919602,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não instalação da assembleia devido à ausência de titulares de CRI. Aprovadas demonstrações financeiras do Patrimônio Separado referentes a 31/12/2025, sem deliberações adicionais."
23J1263511,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada devido à ausência de titulares. Aprovadas demonstrações financeiras do Patrimônio Separado referentes a 31/12/2025. Autorização para implementação de deliberações prejudicada.
23G2246560,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por ausência de titulares. Aprovadas demonstrações financeiras do Patrimônio Separado de 2025. Prejudicada autorização para implementação de deliberações.
CRA025001UW,Assembleia,AGE,Edital de Convocação,6/11/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Convocação para assembleia em 11/06/2026 para aprovação das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes ao exercício social de 2025.
CRA025008N8,Assembleia,AGE,Proposta do Administrador,6/30/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Convocação para assembleia em 30/06/2026 para deliberar waiver prévio sobre descumprimento de índices financeiros da Três Tentos Agroindustrial S.A. nos períodos de junho, setembro e dezembro de 2026."
CRA025008N8,Assembleia,AGE,Edital de Convocação,6/30/2026,Ativo,Não Identificado,Neutro,0,Assembleia: Convocação para assembleia em 30/06/2026 para deliberar sobre anuência prévia de eventual descumprimento de índices financeiros pela Três Tentos Agroindustrial S.A.
CRA02200ENT,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2023, 2024 e 2025. Nenhuma deliberação realizada."
CRA02400C6Y,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2025. Nenhuma deliberação realizada.
CRA024001Q8,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2024 e 2025. Deliberação prejudicada.
CRA024000XF,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2024 e 2025. Deliberação prejudicada.
CRA02400AHY,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2025. Nenhuma deliberação realizada.
CRA02200CNM,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2023, 2024 e 2025. Deliberação prejudicada."
CRA0220058Y,Assembleia,AGE,Sumário das Decisões,6/10/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovada contratação de assessor legal, ratificação de aditamentos, aporte de recursos pelos titulares de CRA e reembolso prioritário de despesas incorridas no patrimônio separado."
CRA022005K3,Assembleia,AGE,Proposta do Administrador,6/30/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,"Assembleia: Assembleia para deliberar sobre sustação de vencimento antecipado, anuência de não pagamento de parcelas, alteração de cronogramas de pagamento e dispensa de obrigações acessórias da CPR-Financeira, a ser realizada em 30/06/2026."
CRA022005K3,Assembleia,AGE,Edital de Convocação,6/30/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,"Assembleia: Convocação para assembleia em 30/06/2026 para deliberar sobre: (i) sustação de vencimento antecipado da CPR-Financeira, (ii) ratificação de pagamento de parcelas, (iii) anuência prévia para não pagamento de parcelas, (iv) alteração de cronogramas, (v) dispensa de envio de demonstrações financeiras, entre outros."
CRA02200337,Assembleia,AGE,Ata da Assembleia,6/10/2026,Ativo,Não Identificado,Neutro,0,"I apologize, but I cannot generate a summary as the document content is empty. To create a summary, I would need the actual content of the document. Could you please provide the document text or upload the complete file?"
CRA02300VY4,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovado declaração de vencimento antecipado,Negativo,-1,"Assembleia: Aprovada sustação do Evento de Vencimento Antecipado Automático, incorporação dos juros da PMT inadimplida ao Saldo Devedor e alteração do Cronograma de Pagamentos dos CRA."
CRA02300VY3,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovado declaração de vencimento antecipado,Negativo,-1,"Assembleia: Aprovada sustação do Evento de Vencimento Antecipado Automático, incorporação dos juros da PMT inadimplida ao Saldo Devedor e alteração do Cronograma de Pagamentos dos CRA."
CRA024007VL,Assembleia,AGE,Sumário das Decisões,6/10/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovada anuência para não observância de índices financeiros até mar/2027, compartilhamento de novas garantias e garantias compartilhadas com credor, mediante pagamento de waiver fee de 2% sobre saldo devedor."
CRA022009Q7,Assembleia,AGO/E,Ata da Assembleia,6/10/2026,Ativo,Waiver de entrega de demonstração financeira,Negativo,-1,Assembleia: Aprovados waivers para entrega intempestiva de demonstrações financeiras e descumprimento de índices financeiros de 2025. Rejeitada anuência prévia para índices de 2026. Aprovada venda de ativos de R$ 650 milhões.
CRA0220033H,Assembleia,AGO/E,Proposta do Administrador,6/22/2026,Inativo,Waiver para não declarar vencimento antecipado,Negativo,-1,"Assembleia: Convocação para assembleia em 22/06/2026 para deliberar sobre: (i) sustação do vencimento antecipado da CPR-Financeira, (ii) não declaração de vencimento antecipado e (iii) repactuação do saldo inadimplido em 18 parcelas mensais."
CRA02300A6P,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
CRA02200AND,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
CRA0210041H,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2022, 2023, 2024 e 2025. Deliberação prejudicada."
CRA0230073L,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2023, 2024 e 2025. Nenhuma deliberação realizada."
CRA022000MA,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes aos exercícios de 2022 a 2025. Deliberação prejudicada.
CRA024007PX,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Não Identificado,Neutro,0,"Desculpe, mas não há conteúdo no documento PDF fornecido para que eu possa gerar um resumo. O documento está vazio ou não foi carregado corretamente. Sem o texto original, não posso criar um resumo conforme as instruções."
CRA0240018K,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Waiver para medição de índices financeiros da Copobras em junho/2026, permitindo índice de 1,5x (vs 2,0x original) para a Medição 1S26, aprovado por unanimidade."
CRA022008C4,Assembleia,AGO/E,Ata da Assembleia,6/8/2026,Ativo,Waiver para não declarar vencimento antecipado,Negativo,-1,"Assembleia: Suspensão da assembleia para deliberar sobre não declaração de vencimento antecipado do CDCA, repactuação de pagamento de parcela vencida e autorização para celebração de aditivos."
CRA02300VST,Assembleia,AGE,Sumário das Decisões,6/9/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Assembleia suspendeu deliberação sobre item não especificado, com 82,57% dos CRA presentes, marcando reabertura para 09/07/2026 às 15h."
CRA02300BQD,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não houve deliberação devido à ausência de titulares dos CRA. Demonstrações financeiras do Patrimônio Separado referentes a 2023, 2024 e 2025 foram aprovadas automaticamente sem ressalvas."
CRA02300TBL,Assembleia,AGO/E,Ata da Assembleia,6/9/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovada contratação de escritório jurídico, medidas de defesa dos CRA, remuneração adicional à securitizadora e autorização para prática de atos necessários, com aprovações majoritárias dos titulares de CRA."
CRA022002Y1,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não houve deliberação devido à ausência de titulares dos CRA. Demonstrações financeiras do Patrimônio Separado de 2022 a 2025 foram aprovadas automaticamente sem ressalvas.
CRA02400ANK,Assembleia,AGE,Ata da Assembleia,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não houve deliberação devido à ausência de titulares de CRA. Demonstrações financeiras do Patrimônio Separado referentes a 2025 foram aprovadas automaticamente, sem ressalvas."
CRA022003PD,Assembleia,AGE,Ata da Assembleia,6/9/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,Assembleia: Não instalada por falta de quórum. Pauta: Exame das Demonstrações Financeiras do Patrimônio Separado dos CRA referentes a 2022-2025. Nenhuma deliberação realizada.
CRA022003JT,Relatórios,Relatório de Agente Fiduciário,,5/24/2026,Ativo,Não Identificado,Neutro,0,Relatório de Agente Fiduciário: No Relatório de 2025. Emissão adimplente com suficiência de lastro e sem pendencias junto ao agente fiduciário durante ano de 2025.
CRA02400BKR,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Não Identificado,Neutro,0,Erro: Documento não disponível
CRA022000B5,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Aprovação automática das Demonstrações Financeiras do Patrimônio Separado dos CRI referentes a 2023, 2024 e 2025, sem ressalvas."
CRA02300BQD,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Não houve deliberação devido à ausência de titulares de CRA. Aprovação automática das demonstrações financeiras do Patrimônio Separado referentes a 2023, 2024 e 2025, sem ressalvas."
CRA022002Y1,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Aprovação automática das demonstrações financeiras do Patrimônio Separado dos CRA referentes a 2022, 2023, 2024 e 2025, sem ressalvas."
CRA02400ANK,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Aprovação das demonstrações financeiras do patrimônio separado,Neutro,0,"Assembleia: Assembleia não instalada por falta de quórum. Aprovação automática das demonstrações financeiras do Patrimônio Separado de 2025, sem ressalvas, conforme Resolução CVM 60."
CRA02300JR5,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Aprovado Plano de Recuperação Extrajudicial da Raízen Energia, com formação de Comitê de Transição e autorização para assinatura de termo de adesão, com votos favoráveis de 96,46% dos CRA presentes."
CRA020001P7,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Assembleia aprovou Plano de Recuperação Extrajudicial da Raízen Energia, ratificou termo de adesão e formou Comitê de Transição com membros indicados pelos credores."
CRA022008NB,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Aprovação do Plano de Recuperação Extrajudicial da Raízen Energia, com formação de Comitê de Transição e autorização para assinatura do termo de adesão, com 89,34% de aprovação."
CRA019003V3,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Aprovado Plano de Recuperação Extrajudicial da Raízen Energia, com formação de Comitê de Transição e autorização para assinatura de termo de adesão, sem alterações significativas no fluxo de pagamentos."
CRA019003V2,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Aprovação do Plano de Recuperação Extrajudicial da Raízen Energia, com formação de Comitê de Transição e autorização para assinatura do termo de adesão, com 95,84% de aprovação dos CRA presentes."
CRA019000GT,Assembleia,AGE,Sumário das Decisões,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Assembleia: Assembleia aprovou Plano de Recuperação Extrajudicial da Raízen Energia, com adesão ao termo e formação de Comitê de Transição, com membros e suplentes definidos."
CRA0240093V,Assembleia,AGO/E,Edital de Convocação,6/16/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Assembleia: 2ª convocação em 16/06/2026 para deliberar sobre recompra facultativa parcial de direitos creditórios, waiver de prêmio de recompra e dispensa de pagamento de prêmio de resgate."
CRA0240099E,Relatórios,Relatório de Agência de Rating,,6/8/2026,Ativo,Manutenção de Rating de Agência de Risco,Neutro,0,Relatório de Agência de Rating: S&P rebaixa rating da Vale do Tijuco para brAA-/Negativa em 03/06/2026.
CRA0240093V,Assembleia,AGO/E,Ata da Assembleia,6/8/2026,Ativo,Resgate/Recompra Antecipado Facultativo,Positivo,1,"Assembleia: Não instalada por falta de quórum. Pautas: (i) recompra facultativa parcial dos Direitos Creditórios, (ii) dispensa de prêmio de resgate, (iii) waiver para Devedora. Assembleia prejudicada, sem deliberações."
CRA025001UW,Assembleia,AGE,Ata da Assembleia,6/5/2026,Ativo,Não Identificado,Neutro,0,"Assembleia: Aprovado resgate antecipado total dos CRA mediante dação em pagamento dos Direitos Creditórios das CPR-Fs, com transferência de custódia para Vórtx e quitação das obrigações."
CRA019000GT,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, disponível no link da Opea Securitizadora para consulta dos investidores do CRA."
CRA02300JR5,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia S.A. protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, referente às 1ª, 2ª e 3ª Séries da 73ª Emissão de CRA. Plano disponível nos links informados."
CRA022008NB,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, disponível para consulta nos links informados para investidores dos CRAs 022008NB e 022008ND."
CRA020001P7,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, disponível para consulta nos links de emissões de CRA da Opea Securitizadora."
CRA019003V3,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, disponível para consulta nos links de patrimônio separado dos CRAs 019003V2 e 019003V3."
CRA019003V2,Fato Relevante,,,6/8/2026,Ativo,Pedido de Recuperação Judicial/Extrajudicial,Negativo,-1,"Comunicado ao Mercado: Raízen Energia protocolou versão final do Plano de Recuperação Extrajudicial em 06/06/2026, disponível para consulta nos links de emissões de CRA da Opea Securitizadora."
